event_key,name,event_start,event_end,event_type,description,speakers,artists,venue,venue_id,address,media_url,rsvp_url,Cost,Learn more
1120,Prostate Support Alliance,5/25/15 17:30,5/25/15 19:00,Living with cancer,"<p>Patients and supporters welcome.</p>
<p>Walk-in. No appointment needed.</p>
<p>Call (603) 650-7751 or email&nbsp;<a href=""mailto:cancersupport@hitchcock.org"" target=""_blank"">cancersupport@hitchcock.org</a></p>
<strong>Location:</strong>&nbsp;Fuller Boardroom",,,Norris Cotton Cancer Center,1813,"One Medical Center Drive, Dartmouth Hitchcock Medical Center, Lebanon, NH",http://schd.ws/hosted_files/uvwellness2015/e1/mencancer.jpeg,http://cancer.dartmouth.edu/about_us/events_patfam.html,,
1121,Prostate Support Alliance,6/22/15 17:30,6/22/15 19:00,Living with cancer,"<p>Patients and supporters welcome.</p>
<p>Walk-in. No appointment needed.</p>
<p>Call (603) 650-7751 or email&nbsp;<a href=""mailto:cancersupport@hitchcock.org"" target=""_blank"">cancersupport@hitchcock.org</a></p>
<strong>Location:</strong>&nbsp;Fuller Boardroom",,,Norris Cotton Cancer Center,1813,"One Medical Center Drive, Dartmouth Hitchcock Medical Center, Lebanon, NH",http://schd.ws/hosted_files/uvwellness2015/e1/mencancer.jpeg,http://cancer.dartmouth.edu/about_us/events_patfam.html,,
689,Pure Kirtan,4/18/15 19:00,4/18/15 20:30,Mind and body,"Pure Kirtan is a unique, energetic, blissful, meditative, Kirtan experience that incorporates Kundalini kriyas and contemporary musical styles.<strong><br /></strong>
<p><strong>Angie Follensbee-Hall</strong>, born in Catania, Sicily, is a yoga instructor, yoga teacher trainer, and fine paper artist. She began leading Kirtan with her husband,&nbsp;<strong>Joshua Hall</strong>, a New Hampshire native and classical guitarist/ composer, in January, 2011. The duo added fellow New Hampshire native,&nbsp;<strong>Ko Dustin</strong>, on djembe, and&nbsp;<strong>Esther Bostic</strong>on Violin. This dynamic and eclectic chant group has been performing their unique, energetic, and blissful style of Kirtan throughout New Hampshire, Vermont Massachusettes, and on the banks of the Narmada River in India.<br /><br />By donation.&nbsp;</p>",,"Angie Follensbee-Hall (Powerful Woman Yoga), Joshua Hall (Kirtan, yoga, musician)",My Lucky Elephant,947,"Quechee Gorge Village, Route 4, Quechee, VT",,http://powerfulwomanyoga.com/pure-kirtan/,,
331,Qi Gong with Willow,4/2/15 16:00,4/2/15 17:00,"Mind and body, Movement",Rhythmic breathing coordinated with slow repetition of fluid movement. Soothing and healing. No experience necessary .,,"Willow (Qi Gong, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/maryellenwillow-labelle.html,$15 per class,
332,Qi Gong with Willow,4/9/15 16:00,4/9/15 17:00,"Mind and body, Movement",Rhythmic breathing coordinated with slow repetition of fluid movement. Soothing and healing. No experience necessary .,,"Willow (Qi Gong, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/maryellenwillow-labelle.html,$15 per class,
333,Qi Gong with Willow,4/16/15 16:00,4/16/15 17:00,"Mind and body, Movement",Rhythmic breathing coordinated with slow repetition of fluid movement. Soothing and healing. No experience necessary .,,"Willow (Qi Gong, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/maryellenwillow-labelle.html,$15 per class,
334,Qi Gong with Willow,4/23/15 16:00,4/23/15 17:00,"Mind and body, Movement",Rhythmic breathing coordinated with slow repetition of fluid movement. Soothing and healing. No experience necessary .,,"Willow (Qi Gong, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/maryellenwillow-labelle.html,$15 per class,
335,Qi Gong with Willow,4/30/15 16:00,4/30/15 17:00,"Mind and body, Movement",Rhythmic breathing coordinated with slow repetition of fluid movement. Soothing and healing. No experience necessary .,,"Willow (Qi Gong, Hanover Yoga)",Hanover Yoga,972,"68 Lyme Road  Hanover, NH  03755",,http://www.hanoveryoga.com/maryellenwillow-labelle.html,$15 per class,
802,Qigong,4/16/15 16:00,4/16/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
803,Qigong,4/23/15 16:00,4/23/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
804,Qigong,4/30/15 16:00,4/30/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
805,Qigong,5/7/15 16:00,5/7/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
806,Qigong,5/14/15 16:00,5/14/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
807,Qigong,5/21/15 16:00,5/21/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
808,Qigong,5/28/15 16:00,5/28/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
1069,Qigong,6/4/15 16:00,6/4/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
1070,Qigong,6/11/15 16:00,6/11/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
1071,Qigong,6/18/15 16:00,6/18/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
1072,Qigong,6/25/15 16:00,6/25/15 17:00,"Mind and body, Movement","<p><strong>Join this class as we go through a series of flowing movements, stretches and breathing exercises.&nbsp; ~<em>Namaste, Maryellen LaBelle</em></strong></p>
<p>&nbsp;Qigong is an amazing practice for health, healing and inspiration.&nbsp; Qigong is a series of flowing and repeated movements, stretches and breathing exercises that are very easy to learn and may be done anywhere. &nbsp;</p>
<p>&nbsp;<strong>Classes are $15.00</strong></p>",,"Maryellen LaBelle (Qigong, Reiki, Yoga)",Center for Integrative Health,1714,"45 Lyme Road #200, Hanover, NH 03755",http://schd.ws/hosted_files/uvwellness2015/c1/Screen Shot 2015-04-13 at 10.22.43 AM.png,http://www.center4integrativehealth.org/Qigong.en.html,,
169,Reiki I,4/25/15 12:00,4/25/15 18:00,Mind and body,"<p>Reiki means universal life force. This ancient healing energy may reduce stress, relieve pain and facilitate healing. This workshop includes&nbsp;an overview of the history of Reiki, instruction<br /> in hand positions used for treatment and a summary of the energy centers in the body. <br /><br />Giving Reiki in a family can help with sports injuries, fevers, colds and stress. Some women also study Reiki so that they can give themselves and their baby Reiki during their pregnancy.<br /><br /> By the end of class, each student will have received the Reiki I attunement and become certified as a Reiki I Practitioner.&nbsp;<br /><br /><em>This educational activity carries 6.0 contact hours.&nbsp;</em></p>",,,Women's Health Resource Center,615,"9 Hanover St., Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/35/Screen Shot 2015-03-18 at 2.18.03 PM.png,http://www.dartmouth-hitchcock.org/womens_resource_ctr.html,$100.00 ,
170,Reiki II,4/26/15 10:00,4/26/15 18:00,Mind and body,"<p>Second degree Reiki is available to Reiki I Practitioners who would like to strengthen the Reiki energy flow of their sessions. The use of ancient Reiki symbols will be taught to aid in emotional issues as well as distance healing. <br /><br />Please bring a brown bag lunch.&nbsp;</p>
<p>PREREQUISITE: REIKI I.</p>
<p><em>*THIS EDUCATIONAL ACTIVITY CARRIES 7.0 CONTACT HOURS.&nbsp;</em></p>",,,Women's Health Resource Center,615,"9 Hanover St., Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/Screen Shot 2015-03-18 at 2.18.03 PM.png,http://www.dartmouth-hitchcock.org/womens_resource_ctr.html,$150.00 ,
660,Rejuvenating Flow with Angie,4/9/15 18:00,4/9/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
680,Rejuvenating Flow with Angie,4/16/15 18:00,4/16/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
681,Rejuvenating Flow with Angie,4/23/15 18:00,4/23/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
682,Rejuvenating Flow with Angie,4/30/15 18:00,4/30/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
683,Rejuvenating Flow with Angie,5/7/15 18:00,5/7/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
684,Rejuvenating Flow with Angie,5/14/15 18:00,5/14/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
685,Rejuvenating Flow with Angie,5/21/15 18:00,5/21/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
686,Rejuvenating Flow with Angie,5/28/15 18:00,5/28/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
1220,Rejuvenating Flow with Angie,6/4/15 18:00,6/4/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
1221,Rejuvenating Flow with Angie,6/11/15 18:00,6/11/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
1222,Rejuvenating Flow with Angie,6/18/15 18:00,6/18/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
1223,Rejuvenating Flow with Angie,6/25/15 18:00,6/25/15 19:30,Yoga,"A level 1/mixed level yoga class.&nbsp; This is your time to renew after the long work week.&nbsp; Flowing sequences reset the body and mind, as we build on body awareness and a sense of center and core movement.&nbsp; Classes are taught with alignment and form in a flowing style.&nbsp; All poses are built from the ground up as we develop core awareness and strength.&nbsp; Variations are always offered.&nbsp; Basic and advancing poses are taught and built upon.&nbsp; Breath awareness, simple meditations and chanting are included.<br /><br />Accompanied by Guitarist,&nbsp;<a href=""http://www.shavasanakitty.com/"" target=""_blank"">Josh Hall</a><br /><br />90 Minute Class Rate<br /><strong>$12</strong>&nbsp;Drop in, 5 for&nbsp;<strong>$50</strong>, 8 for&nbsp;<strong>$80</strong>, or 10 for&nbsp;<strong>$99</strong>",,Angie Follensbee-Hall (Powerful Woman Yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
687,Restorative Yoga with Ruth Ticknor,4/18/15 10:00,4/18/15 11:30,Yoga,"<p>Restorative yoga is a very gentle practice. Postures are done fully supported by props and once set in a pose, the body releases the muscles into a passive stretch. The goal of the practice is to restore your body and relax your mind.<br /><br /><strong>Benefits:</strong></p>
<p><em>Relieves stress<br />Helps improve sleep<br />Relieves neck &amp; back tension<br />Opens up tight muscles</em></p>
Reserve your spot early:&nbsp; $20.&nbsp; At the Door:&nbsp; $25.&nbsp; Space is limited, so be sure to sign up early",,Ruth Ticknor (yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
688,Restorative Yoga with Ruth Ticknor,5/16/15 10:00,5/16/15 11:30,Yoga,"<p>Restorative yoga is a very gentle practice. Postures are done fully supported by props and once set in a pose, the body releases the muscles into a passive stretch. The goal of the practice is to restore your body and relax your mind.<br /><br /><strong>Benefits:</strong></p>
<p><em>Relieves stress<br />Helps improve sleep<br />Relieves neck &amp; back tension<br />Opens up tight muscles</em></p>
Reserve your spot early:&nbsp; $20.&nbsp; At the Door:&nbsp; $25.&nbsp; Space is limited, so be sure to sign up early",,Ruth Ticknor (yoga),Powerful Woman Yoga,2654,"162 Harrington Road, Cornish, NH",,http://powerfulwomanyoga.com/class-schedule-and-fees/,,
278,Rise & Shine Yoga,4/2/15 6:30,4/2/15 7:30,Yoga,"<p>A rejuvenating way to start your day. Taught by Rick Lamont.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.&nbsp;&nbsp;</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/73/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
279,Rise & Shine Yoga,4/9/15 6:30,4/9/15 7:30,Yoga,"<p>A rejuvenating way to start your day. Taught by Rick Lamont.<br /><br />For your convenience, classes may be purchased online as well as at the studio by cash or check.&nbsp;&nbsp;</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/73/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
